name,ra,dec,quality,quality_category
1956_32_0_line6239,119.3975218475,29.41684130225,3,1
1643_50_0_line14629__EON_218.633_14.103,218.63311593375,14.102981769125,2,2
2047_19_0_line11048__EON_177.852_32.562,177.8519557425,32.561526021125005,2,2
EON_234.781_33.970,234.781082,33.970451000000004,2,2
2468_7_0_line5662,110.0285076225,60.2590659235,3,2
2380_14_0_line13346__EON_203.519_52.702,203.51888196,52.70228855225,2,1
1404_76_0_line20437,327.18828296,3.162007232575,3,2
2319_56_0_line11117,178.792553825,50.15546082675,3,2
1052_60_0_line22211,353.45111304,-13.19595788175,2,1
EON_241.733_55.471,241.732422,55.471512,3,2
1475_38_0_line17393,253.59690737,5.588456118175,2,2
2118_37_0_line9679__EON_163.783_37.443,163.78284860375,37.443349434125,2,2
977_52_0_line3239,46.14872732524999,-13.9461495985,2,2
981_10_0_line4010,63.1812561285,-15.36510573625,2,2
EON_16.143_0.605,16.143017,0.605039,1,1
898_47_0_line4445,74.310998064,-18.30077280775,2,2
1378_76_0_line15024,223.477963825,3.017960227275,3,1
1237_63_0_line1577,20.69552806175,-1.391923728325,3,2
2365_49_0_line5230,101.6444275825,53.83579206175,3,2
1464_0_0_line14088,212.04114185,4.2705261821499985,3,1
2330_67_0_line16716,244.6865930575,50.450537686000004,2,1
1802_25_0_line9540,162.541921895,20.85771086725,3,1
EON_152.960_6.462,152.959625,6.462056,3,2
1875_2_2_line6264,119.7618007125,24.160519310999998,3,2
EON_255.017_18.438,255.016602,18.438442,2,1
1962_0_0_line8288__EON_147.807_28.358,147.80677330999995,28.358281420875002,2,1
1066_89_0_line3263__EON_46.632_-8.635,46.63193351100001,-8.63517008585,2,1
1550_24_0_line12913,198.49148213,8.819064755925,2,2
EON_125.740_4.386,125.74012,4.385682,1,1
1452_47_0_line9379,160.714047425,5.859928186375001,3,2
1287_10_0_line14905,221.88986727,-3.3047011114,3,1
EON_7.485_10.700,7.48522,10.699792,3,2
2246_3_0_line6196,118.8637649975,44.029350618500004,3,1
2325_73_0_line14508__EON_217.194_51.206,217.19448413375,51.205910537624995,2,2
2045_5_1_line10326,170.201697335,32.2900796905,3,1
1233_59_1_line179,2.35196735745,-1.7513833975,2,1
1802_25_1_line9558,162.694304235,21.065344725750002,1,1
2256_85_0_line10664,173.7799602025,47.24722364350001,2,1
2110_99_1_line6482,122.8669428625,39.87288809875,2,2
2134_92_1_line16869,246.4603441325,39.89050304875,3,1
971_69_0_line1441,18.754478589,-13.457564309,3,1
1053_61_0_line22515,357.3531006375,-13.359023817750002,3,1
2378_74_0_line12152__EON_190.391_54.945,190.390953055,54.944682336374996,2,1
2380_90_4_line13556__EON_206.093_55.951,206.093267855,55.951324745625,1,1
1965_62_0_line9353__EON_160.423_30.742,160.42294445624995,30.741905146999997,3,1
2118_76_1_line9706,164.0903318275,39.2045526485,3,1
2275_15_0_line18792,280.8342162,44.5087164565,1,1
1379_94_0_line15392__EON_228.316_3.978,228.31638993125,3.9778680335375,3,1
1983_56_0_line16325,240.99971273,30.162515696999996,2,2
1336_27_0_line3720__EON_55.124_0.872,55.123635977625,0.8725115303287501,2,1
1470_43_0_line15841__EON_235.274_5.963,235.2744526075,5.963064736774999,2,2
1644_22_0_line14917__EON_222.057_13.162,222.05720443875,13.162510493125,2,1
901_36_0_line4874,87.20682490200001,-18.58449213225,3,1
1541_70_0_line9672,163.716304905,11.135785846,2,2
EON_213.331_52.311,213.330505,52.311317,2,2
1687_75_0_line2676,37.43496791125,19.09022770775,3,1
1101_95_0_line12121,189.9907073125,-8.06799659835,3,1
EON_203.588_33.939,203.588333,33.938808,3,2
723_3_0_line2862,40.38741927575,-27.858417100000004,1,1
2207_64_0_line18074,265.0254649325,42.7332486385,3,1
EON_340.487_-0.621,340.486755,-0.621053,3,2
EON_213.892_36.227,213.891953,36.226582,2,2
1150_1_0_line2177,29.855082357249998,-7.603552122050001,3,1
1157_89_1_line3702,54.84059092774999,-4.701919169375,2,1
EON_248.862_21.372,248.861938,21.371809,3,1
2206_88_0_line17687__EON_257.678_43.454,257.67790860875,43.454108805625,2,1
1967_91_0_line10337,170.2725142125,31.68224660075,3,1
1500_30_0_line22544,357.667804735,5.30044313305,3,2
1328_68_2_line1740,22.7335437875,2.6442351201,1,1
1906_40_2_line17630,256.5096130725,25.8869726475,3,1
2180_6_0_line6342__EON_120.783_40.188,120.78321543875,40.188198936999996,3,2
EON_118.764_18.956,118.764465,18.95647,3,1
969_87_0_line855,11.053873118,-12.5920839795,2,2
814_8_0_line4504,75.70381840925,-23.960314064250003,2,2
1276_98_0_line10745__EON_174.764_-0.206,174.763783085,-0.20597098891125,2,2
1408_69_0_line21464,342.355125465,2.500403769575,3,1
1066_41_0_line3463,50.0885158655,-10.06423691825,3,2
EON_221.398_26.901,221.397751,26.901119,3,1
2366_65_0_line5721,111.1448087675,54.5710448145,2,2
EON_146.571_-0.957,146.571304,-0.957187,3,1
2327_11_1_line15493,229.92998946,48.6673348095,3,2
EON_142.960_30.790,142.959991,30.790123,2,1
1589_24_0_line22427,356.1368017725,8.830086254125,1,1
2184_51_1_line8070__EON_144.858_42.378,144.85769356625,42.378063285375,2,2
1892_92_0_line12536__EON_194.442_27.757,194.44229519625,27.7570526055,3,1
802_47_0_line1863,24.7180077785,-22.072406300749996,3,1
1073_19_0_line4470,74.9224731195,-11.27134027075,1,1
2551_46_0_line7670,139.5985645675,69.809814714,2,2
980_3_0_line3836,57.83844088475001,-15.733589781500001,3,2
1065_40_0_line3249,46.32727074866671,-10.113000973,3,2
1458_29_0_line11611__EON_184.107_5.122,184.10717621875,5.121561469575,3,2
716_96_0_line582,8.1352913998,-24.105176441999998,1,1
1244_54_0_line3364,48.171552312749995,-1.7169685688,1,1
1143_47_0_line22644,358.778735825,-6.073652694075,3,1
EON_257.741_38.360,257.741089,38.360161,2,1
1965_24_1_line9273__EON_159.670_29.202,159.66983470999998,29.202189744749997,2,2
2306_85_0_line5221,101.43365514,51.60486740575,2,1
813_74_0_line4396,72.980793807,-21.00340283325,2,1
901_7_0_line4860,86.86716235975,-19.92871693475,2,1
2032_75_1_line5572,108.67756384,34.884217924,1,1
1232_78_0_line22641,358.7432761125,-1.0447164909,1,1
EON_207.726_27.360,207.726059,27.360069,3,1
1445_82_0_line7339,134.6953879925,7.359964385750001,3,1
1370_27_1_line12230,191.12385882,1.144708906025,3,2
1687_28_0_line2577,36.0585541365,17.06576188475,3,1
1843_16_1_line21162,338.016860645,20.77551780175,3,2
1886_92_0_line10082,167.7803392975,27.6610044775,3,1
1370_90_0_line12454,193.611957415,3.617491694125,3,1
1974_11_0_line13209,202.0619676,28.69083516725,2,2
1760_42_0_line21567,344.130633585,17.78436018575,1,1
EON_237.256_35.032,237.255569,35.031624,3,1
2140_18_0_line18510,273.12630972,36.63149612425,3,2
1236_10_0_line1370,17.8280919195,-3.310192287175,2,2
1931_29_0_line194__EON_2.609_28.988,2.6096547890875,28.988134710625,1,1
2188_15_1_line9677,163.7788527475,40.56702048525,3,2
1234_58_0_line481,6.6427802223,-1.6995020641749998,3,1
975_54_0_line2628,36.82194530675,-13.703944451,2,2
1531_82_0_line6448,122.20169275,11.602918700250001,3,1
1219_2_0_line19604,308.295516955,-8.006167105774999,3,2
889_12_0_line2754,38.61208007475,-19.57988792875,2,1
1624_56_0_line7590,138.6221137875,14.19030080975,2,2
2244_41_0_line5571,108.662005,45.701154571333284,2,2
2259_25_0_line12221,191.0195066725,44.97720320649999,2,1
1318_20_0_line21684,345.59218321,-2.982568630125,3,1
1071_16_0_line4186,68.14382377375,-11.348913288499999,2,1
EON_198.850_52.066,198.850586,52.066616,2,2
1555_50_0_line14778__EON_220.312_10.057,220.31157950375,10.056689905875,2,2
1193_94_0_line13259,202.5201858,-3.9943722051,3,1
1937_45_0_line2281,31.551834008,29.966226725749998,1,1
2550_48_0_line6793,126.897395025,69.72423132175,3,2
970_20_0_line1397,18.23717623575,-14.953776519249999,3,1
1757_20_0_line20791,332.4558892975,17.08934130925,2,1
2443_85_0_line18768,280.0209570225,59.333953656000006,1,1
1318_55_0_line21544,343.80535896,-1.622728076275,3,2
2192_66_0_line11636,184.4624586525,42.73918641075,2,1
1271_87_0_line8871,154.827781015,-0.4068418072225,3,1
2562_45_0_line17880,261.0086235625,69.967286683,2,1
1333_98_0_line3023,42.542224994,3.8300325905,2,1
1598_76_0_line2322__EON_32.179_15.115,32.179073298625,15.115316176875,2,2
1797_6_0_line7794,140.9714061675,20.045322341,3,1
2049_51_0_line12236__EON_191.170_34.077,191.1696819625,34.07735991525,2,2
EON_170.184_34.494,170.183884,34.493813,3,1
733_25_0_line4755,82.95341957725,-27.0738939605,2,1
1886_91_0_line10147__EON_168.382_27.877,168.38183831875,27.87692809475,2,1
2051_61_0_line13108,200.8732397625,34.7425845705,2,1
1982_37_0_line15902__EON_235.937_29.430,235.93695283250003,29.429560773625003,2,2
2530_13_0_line18960,287.4832187425,64.62897783925,3,1
1403_86_0_line20260,323.408530955,3.5251740623,2,1
1630_4_0_line9674,163.73102438,12.0366981365,3,1
892_45_0_line3448,49.80464886875,-18.029080845,3,2
1802_96_0_line9505,162.08562096,23.717762149000002,2,1
1065_75_1_line3145__EON_44.368_-9.012,44.368114797375,-9.0123741536625,2,2
2268_69_0_line16165,239.2086734325,46.41465619875,3,2
1715_99_0_line8702,152.783071665,19.741347072249997,2,1
1594_55_0_line1222__EON_16.142_14.067,16.14231380375,14.066896763125,1,1
EON_120.100_39.062,120.099533,39.061729,3,1
1883_0_0_line8928,155.5015032425,24.098800089250002,3,1
1500_51_0_line22510__EON_357.300_6.216,357.299656715,6.2162679682625,3,2
1597_34_0_line2111__EON_28.748_13.483,28.7481277425,13.483055410499999,2,2
1845_68_0_line21687,345.6359610375,22.540512148,3,2
EON_160.083_28.547,160.083069,28.547335,3,1
2187_9_0_line9011,156.4445693475,40.282884378249996,2,1
970_12_0_line1319,17.21345415175,-15.507981503,2,1
1476_93_0_line17792,259.355021505,7.695357837225,1,1
1174_61_0_line6799__EON_126.952_-5.211,126.951932555,-5.2108227014,3,2
1269_34_0_line8310,148.1151201175,-2.4109300414250003,1,1
1159_12_0_line4081,65.54301959925,-7.443436829725,3,1
1185_82_0_line10414,170.916971195,-4.4684765955,3,1
2318_25_1_line10685__EON_173.933_49.038,173.93319075625,49.037894255874996,2,2
1181_59_0_line8623,151.7721431425,-5.8832287192,1,1
2036_13_0_line6926__EON_128.738_32.449,128.7374754025,32.448828843,3,1
1707_6_0_line6339,120.7396933925,16.29934573825,1,1
1798_26_1_line8103__EON_145.248_21.193,145.2483850125,21.192819055875002,2,2
1596_43_0_line1875__EON_24.996_13.785,24.995519675,13.785426306,2,1
1720_63_0_line10911,176.3448462825,18.65623348575,2,1
1506_61_1_line1672,21.7893590865,10.68709504325,3,1
1814_73_0_line14335,215.00106709,23.111604623,3,2
1286_32_0_line14493__EON_217.088_-2.463,217.0875451875,-2.4629195837,3,1
1986_34_0_line17511,255.2316608025,29.30285653775,3,2
1233_30_0_line441,5.964815433099999,-2.5053482923500003,3,2
1095_54_0_line9913,166.11997107,-9.7913462308,1,1
2629_45_0_line16200,239.70889967,81.693579937,2,2
2445_27_0_line19117,293.2690897425,56.9564634745,3,2
EON_117.146_30.154,117.145996,30.154161,2,1
1265_62_0_line7246,132.929452625,-1.55506644445,1,1
2481_4_0_line14413,216.0817811175,59.96817257025,1,1
1986_9_0_line17359,253.12567008,28.238714777,2,2
734_68_0_line4837,86.33369040299999,-25.47832106925,2,2
1728_39_0_line13679,207.36195617,17.39015832875,2,2
2257_79_0_line10994__EON_177.209_46.815,177.2092659875,46.814825043625,2,1
1927_29_0_line21623__EON_344.906_24.848,344.9063439775,24.847709244500003,2,1
1247_29_0_line3841,58.06178105475001,-3.104861010675,1,1
2332_58_0_line17547,255.610263785,50.32080217875,2,1
1904_32_0_line16922__EON_247.143_25.566,247.143194645,25.565633618000003,1,1
1174_88_0_line6563,123.8712882325,-4.6135524801,3,1
EON_126.521_56.446,126.521141,56.445599,3,2
807_58_0_line3204,45.53852321775,-21.89431298625,2,1
1720_93_1_line10922,176.455857965,19.7674087645,1,1
2391_23_0_line18636,276.2128378875,52.8787505175,2,1
1235_4_0_line937,12.386393296,-3.797192945225,3,2
1250_4_0_line4355,72.1431464385,-3.866976682475,2,1
1365_22_0_line10590__EON_172.953_0.863,172.95252451125,0.8632040707824999,2,1
969_60_0_line1092,14.280693521749999,-13.3361491585,2,1
2055_36_0_line14495,217.0973142925,33.253709226999995,1,1
2007_19_0_line21884,348.66727496,28.557482894499998,1,1
1773_69_0_line2618__EON_36.688_22.751,36.687925484166655,22.751186561333352,1,1
2124_84_0_line12613__EON_195.180_39.228,195.17995928,39.228239755,2,1
1828_17_0_line18514,273.22552141,20.67317266,1,1
1099_95_0_line11385,181.7638108,-8.385476554375,2,2
2051_2_0_line13042,200.00375304,31.98118344525,1,1
1845_19_0_line21639,345.1130473775,20.561875856500002,2,1
2378_27_0_line11956,188.08312693,53.086649257,3,1
2063_1_0_line17679,257.5328360475,32.294287630999996,3,2
EON_12.953_-1.133,12.95315,-1.1333879999999998,2,1
1185_74_1_line10330,170.22921831,-4.91150155325,3,1
2424_9_0_line7784,140.92423392,56.03899310875,2,2
1962_18_0_line8007,144.07876084,28.781483375,3,1
724_45_0_line3075,43.44599238675,-26.05289536875,1,1
1587_60_0_line21974,349.79553468,10.80233827375,3,2
1893_31_0_line12965,199.06990445,25.405491778000002,3,2
2484_92_0_line16488,242.40225175,63.88180451075,2,1
2561_25_0_line17191,250.7420886125,68.82993224524999,2,2
2181_80_0_line7006,129.6852421025,43.54745341475,2,2
2428_12_0_line10710__EON_174.247_56.594,174.246898665,56.593503195874995,2,1
2053_85_2_line13763,208.37119973,35.448242653499996,2,1
EON_213.829_63.653,213.828796,63.653255,3,2
1812_73_0_line13574__EON_206.213_23.022,206.21326822625,23.021547219749998,3,2
1049_91_0_line21384,340.98967950333304,-12.1242740743333,3,1
1156_21_0_line3663,54.13492458775,-6.798333102225,2,2
1182_9_0_line8961,155.88298817,-7.820555505325,2,2
2254_35_0_line9595__EON_163.000_45.533,163.0014790325,45.53156856675,2,1
1990_63_0_line18550,273.9478142,30.5901481145,2,2
1181_13_1_line8809,154.14849405,-7.284106997275,3,1
1043_82_0_line19942,316.076857945,-12.6064166115,2,2
EON_183.977_6.401,183.977234,6.4011510000000005,1,1
1813_88_0_line13774,208.57907195,23.23000692375,3,1
2372_69_0_line8269,147.515618615,54.484913211999995,2,2
1806_23_0_line11282__EON_180.641_20.815,180.6412095775,20.815355587875,1,1
2125_89_0_line12845,197.69841364,39.31359119975,2,1
1194_12_0_line13665,207.21574949,-7.499896395525,3,2
EON_118.508_38.937,118.508125,38.937,2,1
898_17_0_line4440,74.28372933625,-19.55908323875,3,1
1069_51_1_line3978,61.9184069026667,-9.68866602873333,3,1
1891_86_1_line11955__EON_188.072_27.291,188.0719214,27.290676958874997,3,1
1564_21_0_line17594,256.0427209625,9.100675247725,2,2
970_13_0_line1285,16.7676570445,-15.23105028075,1,1
1266_84_0_line7437,136.304871235,-0.4964666171025,2,2
1553_80_0_line14084__EON_211.993_11.546,211.99346052125,11.54650706375,2,2
2380_9_0_line13051,200.1567400825,52.316200166,1,1
EON_160.192_13.783,160.191879,13.783307,3,2
1049_87_0_line21210,338.6828359425,-12.432590978,2,2
803_57_0_line2124,29.044498525250006,-21.969306155749997,3,2
1492_60_0_line20363,325.5378661425,6.5441761128,2,2
1468_81_0_line15379,228.09740594,7.49692832105,2,1
2364_37_1_line5072,96.4664951505,53.582670405500004,2,2
1180_41_0_line8552,150.9115104925,-6.1484877002,3,2
1549_36_0_line12427,193.399289095,9.53786812295,3,2
2054_98_0_line14039,211.42115244,35.983525588,3,2
EON_141.851_-2.576,141.851349,-2.576192,2,1
1715_13_0_line8932,155.5233812925,16.4906426845,3,1
2308_53_0_line5921,115.031691025,50.21991913125,3,1
EON_180.583_53.989,180.582809,53.98922,3,1
2548_86_0_line5476,106.9966332925,71.55446972899999,1,1
721_6_0_line2184,29.9259128735,-27.676883190999998,3,1
2117_74_0_line9323,160.1652476925,39.065663865,1,1
1043_82_1_line19939,315.9661485825,-12.465168835250001,1,1
EON_21.783_7.624,21.782793,7.623869,2,2
EON_345.171_7.775,345.171234,7.774739,3,2
1501_13_0_line46,0.6662651371075,8.737137946,1,1
