#    radius         i1         i2         i3         i4       mean        std 
       38.1     55.445   1939.073   1451.725   2022.291   1367.133   788.040
       64.3    508.649   1169.528    176.772    218.029    518.244   397.176
       77.2    243.131   2089.452    758.719    106.982    799.571   783.385
      124.4   2062.815    628.256    724.527   1452.580   1217.045   583.106
